age,salary,rupiah_salary_month,education,dependents,house_ownership,expenses,rupiah_expenses,savings,rupiah_savings,employment_status,vehicle_ownership,area,investment,rupiah_investment,debt,rupiah_debt
61,3.63," Rp3,630,000 ",ES,2,Owned,1.72," Rp1,720,000 ",34.74," Rp34,740,000 ",Retired,Motorcycle,Suburban,12.92," Rp12,920,000 ",1.68," Rp1,680,000.00 "
57,4.14," Rp4,140,000 ",Bachelor,0,Owned,3.71," Rp3,710,000 ",0.89," Rp890,000 ",Employment,Motorcycle,Suburban,6.02," Rp6,020,000 ",2.53," Rp2,530,000.00 "
39,1.27," Rp1,270,000 ",SHS,2,Contract,0.65," Rp650,000 ",22.1," Rp22,100,000 ",Retired,Motorcycle,Suburban,13.59," Rp13,590,000 ",0.07," Rp70,000.00 "
44,1.19," Rp1,190,000 ",JHS,2,Leased,1.09," Rp1,090,000 ",12.14," Rp12,140,000 ",Employment,Car,Rural,34.45," Rp34,450,000 ",14.6," Rp14,600,000.00 "
52,7.31," Rp7,310,000 ",Diploma,3,Owned,4.39," Rp4,390,000 ",19.23," Rp19,230,000 ",Self-Employment,Motorcycle,Suburban,8.28," Rp8,280,000 ",4.4," Rp4,400,000.00 "
18,4.86," Rp4,860,000 ",Bachelor,2,Leased,2.15," Rp2,150,000 ",23.19," Rp23,190,000 ",Employment,Motorcycle,Suburban,3.77," Rp3,770,000 ",14.51," Rp14,510,000.00 "
52,4.55," Rp4,550,000 ",Master,1,Owned,5.08," Rp5,080,000 ",25.08," Rp25,080,000 ",Unemployment,Motorcycle,Suburban,4.65," Rp4,650,000 ",2.13," Rp2,130,000.00 "
54,2.39," Rp2,390,000 ",Diploma,2,Owned,0.94," Rp940,000 ",40.72," Rp40,720,000 ",Unemployment,No Vehicle,Rural,9.69," Rp9,690,000 ",6.32," Rp6,320,000.00 "
64,7.83," Rp7,830,000 ",Master,0,Owned,7.72," Rp7,720,000 ",48.16," Rp48,160,000 ",Employment,No Vehicle,Suburban,35.68," Rp35,680,000 ",5.13," Rp5,130,000.00 "
31,1.92," Rp1,920,000 ",SHS,1,Owned,0.75," Rp750,000 ",18.67," Rp18,670,000 ",Student,Motorcycle,Rural,6.39," Rp6,390,000 ",1.4," Rp1,400,000.00 "
20,2.05," Rp2,050,000 ",SHS,5,Owned,1.88," Rp1,880,000 ",44.92," Rp44,920,000 ",Student,Motorcycle,Rural,12.34," Rp12,340,000 ",3.56," Rp3,564,320.49 "
18,4.09," Rp4,090,000 ",SHS,2,Contract,9.02," Rp9,016,763 ",28.93," Rp28,930,000 ",Self-Employment,Motorcycle,Rural,1.97," Rp1,970,000 ",2.59," Rp2,590,000.00 "
22,2.69," Rp2,690,000 ",SHS,3,Owned,6.99," Rp6,992,694 ",4.53," Rp4,530,000 ",Employment,Motorcycle,Suburban,9.69," Rp9,690,000 ",1.08," Rp1,080,000.00 "
43,31.95," Rp31,950,000 ",ES,3,Leased,1.14," Rp1,140,000 ",5.95," Rp5,946,206 ",Employment,Motorcycle,Suburban,13.24," Rp13,240,000 ",2.0," Rp2,000,000.00 "
31,6.18," Rp6,180,000 ",Bachelor,3,Leased,9.19," Rp9,187,028 ",0.2," Rp200,000 ",Retired,Motorcycle,Suburban,5.51," Rp5,510,000 ",4.23," Rp4,230,000.00 "
56,6.26," Rp6,260,000 ",Bachelor,2,Contract,4.14," Rp4,140,000 ",17.67," Rp17,670,000 ",Self-Employment,Motorcycle and Car,Urban,10.12," Rp10,120,000 ",1.4," Rp1,400,000.00 "
44,9.7," Rp9,700,000 ",Bachelor,3,Owned,3.04," Rp3,040,000 ",14.75," Rp14,750,000 ",Employment,Motorcycle,Suburban,2.58," Rp2,580,000 ",1.69," Rp1,690,000.00 "
26,3.7," Rp3,700,000 ",SHS,2,Contract,3.2," Rp3,200,000 ",23.84," Rp23,840,000 ",Student,Motorcycle,Rural,6.15," Rp6,150,000 ",11.32," Rp11,320,000.00 "
32,1.38," Rp1,380,000 ",SHS,5,Parents,0.97," Rp970,000 ",37.01," Rp37,010,000 ",Employment,Motorcycle,Suburban,17.46," Rp17,460,000 ",3.19," Rp3,190,000.00 "
32,2.6," Rp2,600,000 ",SHS,3,Owned,2.79," Rp2,790,000 ",3.59," Rp3,590,000 ",Self-Employment,No Vehicle,Urban,2.23," Rp2,230,000 ",3.17," Rp3,168,668.71 "
43,20.56," Rp20,560,000 ",ES,0,Parents,14.18," Rp14,180,000 ",38.82," Rp38,820,000 ",Student,No Vehicle,Suburban,0.93," Rp930,000 ",1.57," Rp1,570,000.00 "
59,5.53," Rp5,530,000 ",Diploma,0,Leased,3.71," Rp3,710,000 ",2.06," Rp2,060,000 ",Unemployment,Motorcycle,Urban,11.92," Rp11,920,000 ",4.53," Rp4,530,000.00 "
30,7.18," Rp7,180,000 ",JHS,3,Owned,5.09," Rp5,090,000 ",42.95," Rp42,950,000 ",Student,Motorcycle and Car,Suburban,3.76," Rp3,760,000 ",3.12," Rp3,115,083.31 "
68,1.04," Rp1,040,000 ",ES,1,Parents,1.12," Rp1,120,000 ",38.01," Rp38,010,000 ",Student,Car,Suburban,6.7," Rp6,700,000 ",2.45," Rp2,449,565.73 "
49,4.65," Rp4,650,000 ",Bachelor,2,Leased,3.85," Rp3,850,000 ",23.88," Rp23,880,000 ",Unemployment,Motorcycle,Suburban,22.24," Rp22,240,000 ",2.88," Rp2,880,000.00 "
56,1.19," Rp1,190,000 ",ES,2,Contract,1.07," Rp1,070,000 ",7.13," Rp7,130,000 ",Self-Employment,Car,Suburban,1.9," Rp1,900,000 ",9.25," Rp9,250,000.00 "
66,5.21," Rp5,210,000 ",Master,4,Owned,4.94," Rp4,940,000 ",1.96," Rp1,960,000 ",Retired,Car,Urban,14.83," Rp14,830,000 ",3.77," Rp3,769,899.74 "
69,13.68," Rp13,680,000 ",SHS,2,Leased,15.65," Rp15,650,000 ",30.11," Rp30,110,000 ",Unemployment,Motorcycle and Car,Urban,7.07," Rp7,070,000 ",11.22," Rp11,220,000.00 "
49,18.28," Rp18,280,000 ",Doctoral,1,Leased,19.26," Rp19,260,000 ",4.91," Rp4,910,000 ",Employment,Motorcycle,Rural,0.00, Rp-   ,1.02," Rp1,020,000.00 "
21,4.89," Rp4,890,000 ",ES,1,Parents,5.55," Rp5,550,000 ",7.81," Rp7,808,655 ",Unemployment,Motorcycle,Urban,1.98," Rp1,980,000 ",5.59," Rp5,590,000.00 "
47,4.06," Rp4,060,000 ",Diploma,0,Owned,2.47," Rp2,470,000 ",15.14," Rp15,140,000 ",Retired,No Vehicle,Suburban,6.84," Rp6,840,000 ",0.08," Rp80,000.00 "
54,15.5," Rp15,500,000 ",SHS,0,Leased,7.65," Rp7,650,000 ",23.13," Rp23,130,000 ",Employment,No Vehicle,Suburban,2.54," Rp2,540,000 ",1.38," Rp1,380,000.00 "
40,6.6," Rp6,600,000 ",Bachelor,0,Contract,3.19," Rp3,190,000 ",13.37," Rp13,370,000 ",Unemployment,Motorcycle,Suburban,4.39," Rp4,390,000 ",0.3," Rp300,000.00 "
56,1.34," Rp1,340,000 ",SHS,1,Contract,8.47," Rp8,472,339 ",23.72," Rp23,720,000 ",Employment,Motorcycle,Rural,11.82," Rp11,820,000 ",7.07," Rp7,070,000.00 "
62,4.13," Rp4,130,000 ",SHS,0,Leased,4.33," Rp4,330,000 ",33.64," Rp33,640,000 ",Student,No Vehicle,Suburban,18.81," Rp18,810,000 ",3.52," Rp3,520,000.00 "
32,2.37," Rp2,370,000 ",Bachelor,2,Leased,2.1," Rp2,100,000 ",24.97," Rp24,970,000 ",Retired,Motorcycle,Suburban,5.81," Rp5,810,000 ",3.51," Rp3,510,000.00 "
60,4.17," Rp4,170,000 ",SHS,1,Leased,1.49," Rp1,490,000 ",7.12," Rp7,120,000 ",Self-Employment,Motorcycle,Suburban,7.12," Rp7,120,000 ",2.61," Rp2,610,000.00 "
46,4.04," Rp4,040,000 ",ES,2,Contract,8.35," Rp8,349,064 ",44.94," Rp44,940,000 ",Employment,Car,Urban,8.93," Rp8,930,000 ",0.29," Rp290,000.00 "
53,5.36," Rp5,360,000 ",Master,4,Parents,8.78," Rp8,776,512 ",16.0," Rp16,000,000 ",Student,Motorcycle,Rural,1.86," Rp1,860,000 ",3.77," Rp3,770,876.42 "
30,3.21," Rp3,210,000 ",Diploma,1,Owned,1.68," Rp1,680,000 ",12.52," Rp12,520,000 ",Unemployment,Motorcycle,Urban,9.1," Rp9,100,000 ",6.31," Rp6,310,000.00 "
49,1.9," Rp1,900,000 ",SHS,3,Contract,1.64," Rp1,640,000 ",17.12," Rp17,120,000 ",Retired,No Vehicle,Suburban,16.56," Rp16,560,000 ",6.29," Rp6,290,000.00 "
24,4.5," Rp4,500,000 ",Bachelor,2,Contract,3.55," Rp3,550,000 ",13.2," Rp13,200,000 ",Unemployment,Motorcycle and Car,Urban,22.54," Rp22,540,000 ",25.78," Rp25,780,000.00 "
68,9.87," Rp9,870,000 ",ES,5,Contract,5.29," Rp5,290,000 ",28.14," Rp28,140,000 ",Student,Motorcycle,Rural,2.12," Rp2,120,000 ",9.11," Rp9,110,000.00 "
39,6.45," Rp6,450,000 ",Diploma,4,Contract,7.36," Rp7,360,000 ",10.92," Rp10,920,000 ",Self-Employment,Motorcycle,Rural,19.42," Rp19,420,000 ",1.55," Rp1,550,000.00 "
45,3.07," Rp3,070,000 ",Bachelor,4,Owned,1.63," Rp1,630,000 ",29.99," Rp29,990,000 ",Retired,Motorcycle,Urban,20.84," Rp20,840,000 ",0.79," Rp790,000.00 "
19,14.71," Rp14,710,000 ",SHS,2,Parents,16.26," Rp16,260,000 ",28.56," Rp28,560,000 ",Retired,Car,Urban,14.39," Rp14,390,000 ",2.99," Rp2,990,000.00 "
59,13.16," Rp13,160,000 ",SHS,3,Leased,5.09," Rp5,088,534 ",6.48," Rp6,480,000 ",Employment,Motorcycle and Car,Rural,17.1," Rp17,100,000 ",8.94," Rp8,940,000.00 "
62,2.17," Rp2,170,000 ",ES,2,Contract,0.83," Rp830,000 ",2.02," Rp2,020,000 ",Unemployment,Motorcycle,Suburban,5.86," Rp5,860,000 ",0.86," Rp860,000.00 "
23,1.2," Rp1,200,000 ",JHS,0,Contract,1.26," Rp1,260,000 ",38.07," Rp38,070,000 ",Retired,Car,Suburban,0.00, Rp-   ,7.48," Rp7,480,000.00 "
45,7.76," Rp7,760,000 ",JHS,2,Contract,7.86," Rp7,860,000 ",7.54," Rp7,540,833 ",Retired,No Vehicle,Urban,12.65," Rp12,650,000 ",14.02," Rp14,020,000.00 "
45,9.79," Rp9,790,000 ",SHS,2,Owned,10.26," Rp10,260,000 ",0.63," Rp630,000 ",Retired,No Vehicle,Suburban,2.98," Rp2,980,000 ",0.75," Rp750,000.00 "
61,31.98," Rp31,980,000 ",Bachelor,4,Owned,15.9," Rp15,900,000 ",10.29," Rp10,290,000 ",Unemployment,Car,Urban,0.3," Rp300,000 ",5.75," Rp5,750,000.00 "
61,12.03," Rp12,030,000 ",Master,3,Parents,11.31," Rp11,310,000 ",6.84," Rp6,842,171 ",Student,Motorcycle and Car,Suburban,1.93," Rp1,930,000 ",1.21," Rp1,210,000.00 "
37,5.59," Rp5,590,000 ",ES,0,Leased,6.24," Rp6,240,000 ",4.98," Rp4,980,000 ",Employment,Motorcycle,Suburban,13.7," Rp13,700,000 ",27.2," Rp27,200,000.00 "
47,4.78," Rp4,780,000 ",Diploma,1,Owned,1.98," Rp1,980,000 ",3.78," Rp3,780,000 ",Self-Employment,Motorcycle,Suburban,19.81," Rp19,810,000 ",11.1," Rp11,100,000.00 "
28,1.14," Rp1,140,000 ",Bachelor,2,Contract,0.43," Rp430,000 ",27.66," Rp27,660,000 ",Self-Employment,Motorcycle,Suburban,0.00, Rp-   ,2.32," Rp2,320,000.00 "
45,2.42," Rp2,420,000 ",SHS,3,Parents,1.0," Rp1,000,000 ",30.6," Rp30,600,000 ",Employment,Car,Urban,0.00, Rp-   ,0.22," Rp220,000.00 "
42,4.08," Rp4,080,000 ",Bachelor,3,Contract,4.42," Rp4,420,000 ",0.95," Rp950,000 ",Self-Employment,Car,Urban,4.6," Rp4,600,000 ",0.23," Rp230,000.00 "
56,5.95," Rp5,950,000 ",JHS,2,Owned,4.8," Rp4,800,000 ",15.83," Rp15,830,000 ",Employment,Car,Urban,8.86," Rp8,860,000 ",3.39," Rp3,390,000.00 "
50,5.07," Rp5,070,000 ",ES,1,Leased,2.32," Rp2,320,000 ",2.9," Rp2,900,000 ",Retired,No Vehicle,Urban,18.89," Rp18,890,000 ",15.8," Rp15,800,000.00 "
18,7.79," Rp7,790,000 ",Diploma,1,Contract,3.33," Rp3,330,000 ",13.85," Rp13,850,000 ",Student,Car,Urban,0.00, Rp-   ,9.36," Rp9,360,000.00 "
44,2.64," Rp2,640,000 ",SHS,2,Owned,1.85," Rp1,850,000 ",8.55," Rp8,550,000 ",Self-Employment,Car,Urban,2.08," Rp2,080,000 ",3.26," Rp3,260,000.00 "
69,5.16," Rp5,160,000 ",ES,3,Owned,5.34," Rp5,340,000 ",4.51," Rp4,510,000 ",Employment,No Vehicle,Suburban,1.2," Rp1,200,000 ",1.22," Rp1,220,000.00 "
30,1.46," Rp1,460,000 ",SHS,1,Owned,1.5," Rp1,500,000 ",59.15," Rp59,150,000 ",Retired,Motorcycle,Suburban,64.64," Rp64,640,000 ",0.34," Rp340,000.00 "
58,3.67," Rp3,670,000 ",SHS,1,Leased,3.91," Rp3,910,000 ",7.52," Rp7,518,312 ",Unemployment,No Vehicle,Suburban,14.58," Rp14,580,000 ",2.43," Rp2,430,000.00 "
20,7.93," Rp7,930,000 ",Diploma,0,Leased,7.87," Rp7,870,000 ",16.6," Rp16,600,000 ",Self-Employment,Motorcycle,Urban,0.56," Rp560,000 ",8.47," Rp8,470,000.00 "
56,6.91," Rp6,910,000 ",JHS,2,Contract,2.46," Rp2,460,000 ",4.17," Rp4,170,000 ",Employment,Motorcycle,Suburban,0.00, Rp-   ,3.32," Rp3,320,000.00 "
23,24.36," Rp24,360,000 ",SHS,5,Owned,23.1," Rp23,100,000 ",17.51," Rp17,510,000 ",Retired,Motorcycle,Urban,11.55," Rp11,550,000 ",3.21," Rp3,210,000.00 "
25,2.63," Rp2,630,000 ",SHS,1,Contract,2.02," Rp2,020,000 ",52.76," Rp52,760,000 ",Student,No Vehicle,Urban,5.5," Rp5,500,000 ",3.23," Rp3,230,000.00 "
44,4.45," Rp4,450,000 ",SHS,2,Parents,4.24," Rp4,240,000 ",9.49," Rp9,490,000 ",Employment,Motorcycle,Rural,9.69," Rp9,690,000 ",1.19," Rp1,190,000.00 "
26,3.0," Rp3,000,000 ",Master,1,Owned,2.21," Rp2,210,000 ",2.96," Rp2,960,000 ",Unemployment,Car,Suburban,8.32," Rp8,320,000 ",8.34," Rp8,340,000.00 "
54,3.9," Rp3,900,000 ",ES,1,Owned,2.87," Rp2,870,000 ",23.66," Rp23,660,000 ",Retired,No Vehicle,Urban,1.71," Rp1,710,000 ",7.0," Rp7,000,000.00 "
50,10.72," Rp10,720,000 ",Master,1,Contract,4.43," Rp4,430,000 ",5.74," Rp5,744,443 ",Student,Motorcycle and Car,Suburban,5.79," Rp5,790,000 ",1.78," Rp1,780,000.00 "
68,6.76," Rp6,760,000 ",Diploma,2,Owned,7.54," Rp7,540,000 ",0.03," Rp30,000 ",Retired,Car,Rural,7.55," Rp7,550,000 ",1.02," Rp1,020,000.00 "
59,11.7," Rp11,700,000 ",Bachelor,2,Leased,7.45," Rp7,450,000 ",38.43," Rp38,430,000 ",Employment,Motorcycle,Urban,5.77," Rp5,770,000 ",7.78," Rp7,780,000.00 "
61,2.14," Rp2,140,000 ",SHS,1,Leased,1.76," Rp1,760,000 ",21.62," Rp21,620,000 ",Employment,No Vehicle,Urban,0.00, Rp-   ,18.93," Rp18,930,000.00 "
41,11.33," Rp11,330,000 ",SHS,0,Contract,5.51," Rp5,510,000 ",4.36," Rp4,360,000 ",Employment,Motorcycle and Car,Rural,45.43," Rp45,430,000 ",0.75," Rp750,000.00 "
32,1.31," Rp1,310,000 ",Bachelor,0,Leased,0.83," Rp830,000 ",0.06," Rp60,000 ",Employment,Motorcycle,Suburban,42.1," Rp42,100,000 ",0.87," Rp870,000.00 "
49,11.97," Rp11,970,000 ",Bachelor,4,Contract,12.97," Rp12,970,000 ",71.73," Rp71,730,000 ",Employment,Motorcycle,Rural,0.00, Rp-   ,4.46," Rp4,460,000.00 "
49,3.0," Rp3,000,000 ",JHS,3,Contract,1.47," Rp1,470,000 ",28.1," Rp28,100,000 ",Employment,Motorcycle,Suburban,0.00, Rp-   ,3.3," Rp3,300,000.00 "
41,2.89," Rp2,890,000 ",JHS,3,Contract,1.4," Rp1,400,000 ",9.08," Rp9,080,000 ",Employment,Motorcycle,Suburban,2.66," Rp2,660,000 ",0.82," Rp820,000.00 "
58,4.59," Rp4,590,000 ",SHS,2,Owned,2.45," Rp2,450,000 ",11.34," Rp11,340,000 ",Retired,Car,Rural,47.62," Rp47,620,000 ",4.58," Rp4,580,000.00 "
69,15.12," Rp15,120,000 ",Master,1,Owned,9.74," Rp9,735,920 ",15.48," Rp15,480,000 ",Unemployment,No Vehicle,Rural,5.34," Rp5,340,000 ",0.12," Rp120,000.00 "
66,1.24," Rp1,240,000 ",SHS,3,Owned,0.95," Rp950,000 ",25.36," Rp25,360,000 ",Employment,Motorcycle,Urban,8.77," Rp8,770,000 ",3.76," Rp3,762,351.26 "
66,3.17," Rp3,170,000 ",Diploma,2,Contract,1.45," Rp1,450,000 ",3.8," Rp3,800,000 ",Self-Employment,Motorcycle,Suburban,4.8," Rp4,800,000 ",0.62," Rp620,000.00 "
69,10.71," Rp10,710,000 ",Bachelor,2,Owned,9.88," Rp9,880,000 ",4.36," Rp4,360,000 ",Unemployment,No Vehicle,Suburban,1.7," Rp1,700,000 ",2.39," Rp2,390,000.00 "
29,3.52," Rp3,520,000 ",Bachelor,3,Owned,3.93," Rp3,930,000 ",0.99," Rp990,000 ",Student,Motorcycle,Rural,1.67," Rp1,670,000 ",20.4," Rp20,400,000.00 "
56,2.11," Rp2,110,000 ",Diploma,2,Contract,1.01," Rp1,010,000 ",6.15," Rp6,152,781 ",Retired,Motorcycle,Rural,28.03," Rp28,030,000 ",2.3," Rp2,300,000.00 "
19,3.77," Rp3,770,000 ",SHS,0,Parents,3.41," Rp3,410,000 ",8.95," Rp8,948,160 ",Retired,Motorcycle,Rural,8.04," Rp8,040,000 ",2.15," Rp2,150,000.00 "
20,3.44," Rp3,440,000 ",Master,3,Leased,2.85," Rp2,850,000 ",16.1," Rp16,100,000 ",Student,Motorcycle,Urban,35.61," Rp35,610,000 ",2.85," Rp2,850,000.00 "
66,48.86," Rp48,860,000 ",Diploma,3,Leased,7.96," Rp7,960,000 ",11.25," Rp11,250,000 ",Student,No Vehicle,Urban,5.16," Rp5,160,000 ",4.02," Rp4,020,000.00 "
54,8.18," Rp8,180,000 ",Bachelor,2,Leased,7.0," Rp7,000,000 ",5.42," Rp5,420,000 ",Self-Employment,Car,Suburban,6.43," Rp6,430,000 ",0.05," Rp50,000.00 "
66,4.52," Rp4,520,000 ",SHS,4,Contract,2.21," Rp2,210,000 ",18.08," Rp18,080,000 ",Retired,No Vehicle,Rural,2.46," Rp2,460,000 ",8.47," Rp8,470,000.00 "
34,23.27," Rp23,270,000 ",Diploma,0,Owned,24.45," Rp24,450,000 ",23.46," Rp23,460,000 ",Student,Car,Suburban,1.11," Rp1,110,000 ",1.76," Rp1,760,000.00 "
66,4.13," Rp4,130,000 ",SHS,2,Leased,1.32," Rp1,320,000 ",23.37," Rp23,370,000 ",Retired,Car,Suburban,15.27," Rp15,270,000 ",9.38," Rp9,380,000.00 "
19,1.3," Rp1,300,000 ",JHS,2,Owned,1.05," Rp1,050,000 ",0.13," Rp130,000 ",Unemployment,Motorcycle,Rural,0.00, Rp-   ,0.76," Rp760,000.00 "
19,2.52," Rp2,520,000 ",Bachelor,2,Owned,1.48," Rp1,480,000 ",24.22," Rp24,220,000 ",Retired,Motorcycle,Rural,15.45," Rp15,450,000 ",2.82," Rp2,820,000.00 "
45,3.86," Rp3,860,000 ",SHS,3,Owned,4.22," Rp4,220,000 ",40.25," Rp40,250,000 ",Student,No Vehicle,Rural,5.94," Rp5,940,000 ",3.10," Rp3,104,791.78 "
40,1.85," Rp1,850,000 ",Diploma,0,Leased,1.39," Rp1,390,000 ",2.44," Rp2,440,000 ",Self-Employment,Motorcycle,Suburban,25.88," Rp25,880,000 ",3.26," Rp3,264,134.96 "
54,15.74," Rp15,740,000 ",SHS,0,Owned,16.09," Rp16,090,000 ",28.16," Rp28,160,000 ",Self-Employment,Motorcycle and Car,Rural,21.54," Rp21,540,000 ",3.59," Rp3,590,000.00 "
49,8.28," Rp8,280,000 ",Diploma,0,Contract,9.37," Rp9,370,000 ",34.66," Rp34,660,000 ",Self-Employment,Motorcycle,Suburban,17.21," Rp17,210,000 ",1.94," Rp1,940,000.00 "
50,2.56," Rp2,560,000 ",SHS,2,Owned,1.54," Rp1,540,000 ",6.46," Rp6,460,000 ",Self-Employment,No Vehicle,Suburban,15.76," Rp15,760,000 ",5.21," Rp5,210,000.00 "
18,5.47," Rp5,470,000 ",Diploma,1,Parents,5.97," Rp5,970,000 ",24.9," Rp24,900,000 ",Self-Employment,Motorcycle,Urban,10.73," Rp10,730,000 ",0.37," Rp370,000.00 "
36,7.39," Rp7,390,000 ",SHS,1,Contract,7.05," Rp7,050,000 ",2.04," Rp2,040,000 ",Retired,Car,Urban,20.47," Rp20,470,000 ",8.18," Rp8,180,000.00 "
19,15.17," Rp15,170,000 ",Bachelor,2,Contract,6.03," Rp6,030,000 ",20.95," Rp20,950,000 ",Employment,Car,Suburban,19.07," Rp19,070,000 ",5.07," Rp5,070,000.00 "
61,49.55," Rp49,550,000 ",Bachelor,5,Owned,4.59," Rp4,590,000 ",14.28," Rp14,280,000 ",Retired,Motorcycle,Suburban,2.39," Rp2,390,000 ",10.14," Rp10,140,000.00 "
43,4.62," Rp4,620,000 ",SHS,4,Contract,4.78," Rp4,780,000 ",37.92," Rp37,920,000 ",Student,Car,Urban,11.94," Rp11,940,000 ",7.15," Rp7,150,000.00 "
49,8.45," Rp8,450,000 ",SHS,3,Contract,6.1," Rp6,100,000 ",12.03," Rp12,030,000 ",Student,Motorcycle,Rural,17.98," Rp17,980,000 ",0.74," Rp740,000.00 "
23,5.13," Rp5,130,000 ",Diploma,1,Contract,3.83," Rp3,830,000 ",11.18," Rp11,180,000 ",Unemployment,Car,Rural,13.68," Rp13,680,000 ",10.15," Rp10,150,000.00 "
49,5.02," Rp5,020,000 ",Diploma,1,Leased,5.53," Rp5,530,000 ",54.3," Rp54,300,000 ",Student,Motorcycle,Rural,0.17," Rp170,000 ",2.48," Rp2,480,000.00 "
21,1.61," Rp1,610,000 ",Bachelor,1,Leased,1.79," Rp1,790,000 ",54.44," Rp54,440,000 ",Retired,No Vehicle,Suburban,9.61," Rp9,610,000 ",3.37," Rp3,370,000.00 "
28,1.67," Rp1,670,000 ",Diploma,3,Leased,0.67," Rp670,000 ",9.80," Rp9,803,936 ",Unemployment,Motorcycle,Suburban,3.35," Rp3,350,000 ",0.31," Rp310,000.00 "
34,4.77," Rp4,770,000 ",SHS,1,Owned,3.04," Rp3,040,000 ",13.29," Rp13,290,000 ",Retired,Motorcycle,Rural,14.86," Rp14,860,000 ",1.29," Rp1,290,000.00 "
55,2.57," Rp2,570,000 ",SHS,0,Owned,2.84," Rp2,840,000 ",3.51," Rp3,510,000 ",Student,Car,Suburban,13.49," Rp13,490,000 ",1.72," Rp1,720,000.00 "
41,1.11," Rp1,110,000 ",SHS,5,Parents,1.15," Rp1,150,000 ",6.4," Rp6,400,000 ",Unemployment,No Vehicle,Urban,0.00, Rp-   ,8.18," Rp8,180,000.00 "
22,7.42," Rp7,420,000 ",JHS,1,Owned,7.04," Rp7,040,000 ",21.94," Rp21,940,000 ",Self-Employment,Motorcycle,Suburban,4.06," Rp4,060,000 ",3.22," Rp3,220,000.00 "
69,1.17," Rp1,170,000 ",Diploma,2,Leased,0.46," Rp460,000 ",2.77," Rp2,770,000 ",Student,Car,Rural,0.00, Rp-   ,2.26," Rp2,260,000.00 "
51,5.52," Rp5,520,000 ",ES,1,Leased,4.74," Rp4,740,000 ",0.23," Rp230,000 ",Retired,Car,Suburban,6.6," Rp6,600,000 ",14.84," Rp14,840,000.00 "
23,4.87," Rp4,870,000 ",Master,0,Owned,4.01," Rp4,010,000 ",25.97," Rp25,970,000 ",Employment,Motorcycle,Urban,7.07," Rp7,070,000 ",1.35," Rp1,350,000.00 "
39,18.34," Rp18,340,000 ",Bachelor,0,Parents,8.26," Rp8,260,000 ",20.51," Rp20,510,000 ",Unemployment,Motorcycle,Urban,2.28," Rp2,280,000 ",3.29," Rp3,290,000.00 "
28,4.31," Rp4,310,000 ",Bachelor,0,Owned,4.29," Rp4,290,000 ",46.59," Rp46,590,000 ",Retired,Motorcycle,Urban,1.96," Rp1,960,000 ",1.5," Rp1,500,000.00 "
65,1.33," Rp1,330,000 ",Master,2,Leased,0.77," Rp770,000 ",15.63," Rp15,630,000 ",Retired,Motorcycle,Suburban,0.69," Rp690,000 ",1.33," Rp1,330,000.00 "
33,5.01," Rp5,010,000 ",Bachelor,2,Owned,6.52," Rp6,522,172 ",58.13," Rp58,130,000 ",Employment,Car,Urban,0.83," Rp830,000 ",10.87," Rp10,870,000.00 "
50,10.2," Rp10,200,000 ",Bachelor,2,Owned,6.38," Rp6,380,000 ",18.8," Rp18,800,000 ",Employment,Motorcycle,Urban,1.93," Rp1,930,000 ",4.14," Rp4,140,000.00 "
26,29.8," Rp29,800,000 ",JHS,2,Contract,11.2," Rp11,200,000 ",9.79," Rp9,790,000 ",Self-Employment,Motorcycle,Urban,0.14," Rp140,000 ",0.0, Rp-   
23,3.81," Rp3,810,000 ",ES,0,Owned,2.94," Rp2,940,000 ",18.75," Rp18,750,000 ",Self-Employment,Motorcycle,Urban,52.05," Rp52,050,000 ",0.8," Rp800,000.00 "
33,2.93," Rp2,930,000 ",Bachelor,3,Leased,1.69," Rp1,690,000 ",27.66," Rp27,660,000 ",Student,No Vehicle,Suburban,5.71," Rp5,710,000 ",10.62," Rp10,620,000.00 "
46,12.86," Rp12,860,000 ",ES,2,Leased,4.68," Rp4,680,000 ",8.54," Rp8,540,000 ",Student,Car,Rural,5.25," Rp5,250,000 ",0.32," Rp320,000.00 "
20,2.06," Rp2,060,000 ",Doctoral,4,Leased,0.99," Rp990,000 ",8.76," Rp8,764,995 ",Employment,Car,Suburban,8.83," Rp8,830,000 ",11.19," Rp11,190,000.00 "
37,5.78," Rp5,780,000 ",Diploma,3,Contract,4.95," Rp4,950,000 ",19.88," Rp19,880,000 ",Student,No Vehicle,Rural,19.33," Rp19,330,000 ",1.15," Rp1,150,000.00 "
53,33.30," Rp33,300,000 ",Doctoral,1,Owned,1.41," Rp1,410,000 ",12.16," Rp12,160,000 ",Unemployment,Motorcycle,Urban,0.00, Rp-   ,19.98," Rp19,980,000.00 "
36,1.21," Rp1,210,000 ",JHS,1,Owned,0.46," Rp460,000 ",14.97," Rp14,970,000 ",Retired,Car,Urban,2.41," Rp2,410,000 ",4.88," Rp4,880,000.00 "
43,3.13," Rp3,130,000 ",Diploma,2,Leased,3.6," Rp3,600,000 ",80.44," Rp80,440,000 ",Retired,Motorcycle,Suburban,0.00, Rp-   ,2.49," Rp2,485,724.84 "
20,2.54," Rp2,540,000 ",ES,3,Leased,1.01," Rp1,010,000 ",0.9," Rp900,000 ",Self-Employment,Motorcycle,Urban,1.51," Rp1,510,000 ",3.63," Rp3,630,000.00 "
